Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Nat,Years to Olympics,Olympic Ranking,Finalist_weight
2014,20,10.36,10.27,10.27,0,3,3,27452,1,Christopher BELCHER,1144.561396,3,9,0
2016,22,10.33,10.22,10.07,0.0169,1.333333333,1,23342,1,Christopher BELCHER,1144.561396,1,9,0
2017,23,10.18764706,10.11588235,9.93,0.009400735,2.588235294,1,10027.52941,0.705882353,Christopher BELCHER,1144.561396,5,9,0
2019,25,10.18285714,10.17357143,10.05,0.005424725,2.857142857,1,14685.71429,1,Christopher BELCHER,1144.561396,3,9,0
2020,26,10.45,10.26,10.26,0,2,2,25590,1,Christopher BELCHER,1144.561396,2,9,0
2021,27,10.26375,10.13625,10.01,0.013026786,3.75,2,12981.5,0.875,Christopher BELCHER,1144.561396,1,9,0
2001,20,10.4925,10.265,10.24,0.0009,2.5,2,26854.5,0.75,Christopher LAMBERT,1137.753126,4,9,0
2002,21,10.4925,10.2675,10.19,0.002758333,1.25,1,27958.5,0.25,Christopher LAMBERT,1137.753126,3,9,0
2003,22,10.405,10.295,10.29,5.00E-05,1,1,32710,0.5,Christopher LAMBERT,1137.753126,2,9,0
2017,23,10.41,10.2,10.2,0,1,1,16027,0,Christopher VALDEZ,1129.119266,5,9,0
2018,24,10.338,10.216,10.09,0.00653,3.2,1,20397.2,0.6,Christopher VALDEZ,1129.119266,4,9,0
2021,27,10.31666667,10.22,10.19,0.0019,1.333333333,1,19393.66667,1,Christopher VALDEZ,1129.119266,1,9,0
1996,24,10.47,10.3,10.3,0,1,1,33876,1,Christopher WILLIAMS,1151.202683,1,9,0
1999,27,10.3,10.3,10.3,0,,,33876,1,Christopher WILLIAMS,1151.202683,2,9,0
2000,28,10.273,10.165,10.04,0.008183333,2.75,1,14507.8,0.8,Christopher WILLIAMS,1151.202683,1,9,0
2001,29,10.176,10.154,10.07,0.00983,1.8,1,13538,1,Christopher WILLIAMS,1151.202683,4,9,0
2002,30,10.31,10.13,10.13,0,2,2,8587,1,Christopher WILLIAMS,1151.202683,3,9,0
2005,33,10.29,10.15,10.13,0.0008,2,1,10516.5,1,Christopher WILLIAMS,1151.202683,4,9,0
2006,34,10.245,10.175,10.06,0.007033333,2.5,1,14818.5,1,Christopher WILLIAMS,1151.202683,3,9,0
2007,35,10.29333333,10.175,10.03,0.00763,3.166666667,1,15159.16667,0.666666667,Christopher WILLIAMS,1151.202683,2,9,0
2008,36,10.38666667,10.25,10.15,0.0075,4.666666667,4,26044.66667,0.666666667,Christopher WILLIAMS,1151.202683,1,9,0
2015,18,10.26,10.29,10.29,0,1,1,31544,1,Chun-Han YANG,1127.983607,2,9,0
2017,20,10.2425,10.2325,10.2,0.001558333,1,1,21347.25,1,Chun-Han YANG,1127.983607,5,9,0
2018,21,10.26666667,10.17777778,10.11,0.003269444,1.555555556,1,14424,0.888888889,Chun-Han YANG,1127.983607,4,9,0
2019,22,10.3275,10.2525,10.21,0.001491667,2.75,1,24706,1,Chun-Han YANG,1127.983607,3,9,0
2020,23,10.20333333,10.20666667,10.13,0.005633333,1,1,18462.33333,1,Chun-Han YANG,1127.983607,2,9,0
2021,24,10.31857143,10.25142857,10.21,0.000880952,1.571428571,1,24359.14286,1,Chun-Han YANG,1127.983607,1,9,0
2002,18,10.43,10.3,10.3,0,1,1,33876,1,Churandy MARTINA,1151.469388,3,9,0
2003,19,10.435,10.275,10.26,0.00045,1.5,1,28567,0.5,Churandy MARTINA,1151.469388,2,9,0
2004,20,10.30571429,10.22142857,10.13,0.002814286,2.285714286,1,20130.85714,0.714285714,Churandy MARTINA,1151.469388,1,9,0
2005,21,10.215,10.12833333,9.93,0.011656667,1.833333333,1,10946.16667,0.833333333,Churandy MARTINA,1151.469388,4,4,1
2006,22,10.25466667,10.10133333,9.76,0.019626667,2.333333333,1,10753.13333,0.666666667,Churandy MARTINA,1151.469388,3,4,1
2007,23,10.151875,10.13375,10.06,0.002211667,2.5625,1,9583,1,Churandy MARTINA,1151.469388,2,4,1
2008,24,10.051,10.078,9.93,0.013706667,3.5,1,8089,1,Churandy MARTINA,1151.469388,1,4,1
2009,25,10.19923077,10.15769231,9.97,0.008119231,3.538461538,1,13433.15385,0.923076923,Churandy MARTINA,1151.469388,4,5,1
2010,26,10.23666667,10.11416667,9.92,0.008553788,2.833333333,1,9521.75,0.75,Churandy MARTINA,1151.469388,3,5,1
2011,27,10.252,10.204,10.1,0.00316,3.3,1,17739,1,Churandy MARTINA,1151.469388,2,5,1
2012,28,10.10166667,10.125,9.91,0.02575,2.166666667,1,13947.66667,0.833333333,Churandy MARTINA,1151.469388,1,5,1
2013,29,10.19857143,10.11571429,10.03,0.004295238,2.571428571,1,8486.571429,0.857142857,Churandy MARTINA,1151.469388,4,9,0
2014,30,10.29777778,10.22444444,10.13,0.003352778,3.333333333,1,20807.77778,1,Churandy MARTINA,1151.469388,3,9,0
2015,31,10.22666667,10.15,10.06,0.005075,2.888888889,1,11933,1,Churandy MARTINA,1151.469388,2,9,0
2016,32,10.17142857,10.13071429,10.01,0.004668681,2.857142857,1,10059,1,Churandy MARTINA,1151.469388,1,9,0
2017,33,10.304,10.184,10,0.01243,4.2,3,17407.8,0.8,Churandy MARTINA,1151.469388,5,9,0
2018,34,10.27666667,10.21833333,10.16,0.002496667,3.166666667,1,19562.5,0.833333333,Churandy MARTINA,1151.469388,4,9,0
2019,35,10.285,10.215,10.19,0.00125,3,2,18391.5,1,Churandy MARTINA,1151.469388,3,9,0
2021,37,10.43,10.13,10.13,0,3,3,8587,0,Churandy MARTINA,1151.469388,1,9,0
1977,22,10.38,10.2425,10.18,0.001825,1.25,1,23049.75,0.75,Clancy EDWARDS,1144.561396,4,9,0
1978,23,10.3,10.20714286,10.07,0.006590476,2.285714286,1,19228,0.857142857,Clancy EDWARDS,1144.561396,3,9,0
1979,24,10.15,10.15,10.15,0,1,1,10382,1,Clancy EDWARDS,1144.561396,2,9,0
2016,18,10.35,10.28,10.28,0,2,2,29380,1,Clarence MUNYAI,1140.91766,1,9,0
2017,19,10.355,10.24,10.2,0.0032,1.5,1,22703.5,1,Clarence MUNYAI,1140.91766,5,9,0
2018,20,10.26,10.15,10.1,0.0039,1.333333333,1,11283.33333,0.666666667,Clarence MUNYAI,1140.91766,4,9,0
2020,22,10.36,10.22,10.22,0,1,1,18909,1,Clarence MUNYAI,1140.91766,2,9,0
2021,23,10.41,10.25,10.25,0,2,2,23770,1,Clarence MUNYAI,1140.91766,1,9,0
1996,26,10.36,10.28,10.28,0,,,29380,1,Claudinei Quirino DA SILVA,1129.376263,1,9,0
1998,28,10.395,10.22,10.21,0.0002,2,1,18950,1,Claudinei Quirino DA SILVA,1129.376263,3,9,0
1999,29,10.24545455,10.20636364,10.12,0.003145455,1.25,1,18072.36364,1,Claudinei Quirino DA SILVA,1129.376263,2,9,0
2000,30,10.26666667,10.22666667,10.16,0.004233333,3.333333333,1,21136.66667,1,Claudinei Quirino DA SILVA,1129.376263,1,9,0
2003,33,10.36,10.3,10.3,0,1,1,33876,1,Claudinei Quirino DA SILVA,1129.376263,2,9,0
2013,21,10.56,10.13,10.13,0,1,1,8587,0,Clayton VAUGHN,1144.561396,4,9,0
2014,22,10.34875,10.12875,10.07,0.001983929,1.75,1,8996.875,0.5,Clayton VAUGHN,1144.561396,3,9,0
2015,23,10.26785714,10.12714286,9.93,0.00916044,3.571428571,1,10850.57143,0.714285714,Clayton VAUGHN,1144.561396,2,9,0
2016,24,10.29454545,10.16727273,10.02,0.010941818,3.090909091,1,15459.45455,0.909090909,Clayton VAUGHN,1144.561396,1,9,0
2017,25,10.32,10.1775,10.04,0.010425,1.5,1,15992.75,0.75,Clayton VAUGHN,1144.561396,5,9,0
2003,28,10.44,10.225,10.16,0.00845,3,1,21465,0,Clement CAMPBELL,1151.202683,2,9,0
2004,29,10.41833333,10.21666667,10.15,0.002906667,1.833333333,1,19434,0.5,Clement CAMPBELL,1151.202683,1,9,0
2006,31,10.29666667,10.18,10.12,0.0028,1.333333333,1,14226.66667,1,Clement CAMPBELL,1151.202683,3,9,0
2007,32,10.23823529,10.16411765,9.92,0.009150735,2.176470588,1,14528.88235,0.823529412,Clement CAMPBELL,1151.202683,2,9,0
2008,33,10.44,10.215,10.19,0.00125,3,1,18391.5,0,Clement CAMPBELL,1151.202683,1,9,0
2010,35,10.285,10.29,10.28,0.0002,1,1,31628,1,Clement CAMPBELL,1151.202683,3,9,0
2013,38,10.2,10.3,10.3,0,1,1,33876,1,Clement CAMPBELL,1151.202683,4,9,0
2000,27,10.27,10.24,10.24,0,2,2,22081,1,Cl¨¢udio Roberto SOUZA,1129.376263,1,9,0
2001,28,10.4575,10.225,10.2,0.0007,2,1,19879.25,0.25,Cl¨¢udio Roberto SOUZA,1129.376263,4,9,0
2002,29,10.26,10.22,10.19,0.0018,2,1,19236,1,Cl¨¢udio Roberto SOUZA,1129.376263,3,9,0
2003,30,10.44,10.24666667,10.21,0.001233333,1.666666667,1,23523.33333,0.666666667,Cl¨¢udio Roberto SOUZA,1129.376263,2,9,0
2004,31,10.29666667,10.22666667,10.2,0.001433333,2.333333333,2,20299.66667,1,Cl¨¢udio Roberto SOUZA,1129.376263,1,9,0
2005,32,10.22,10.25,10.25,0,1,1,23770,1,Cl¨¢udio Roberto SOUZA,1129.376263,4,9,0
2021,23,10.545,10.26,10.23,0.0018,1,1,26012,0,Coby HILTON,1144.561396,1,9,0
1998,22,10.52,10.25,10.23,0.0008,1,1,23966,0,Coby MILLER,1144.561396,3,9,0
1999,23,10.263,10.158,10.03,0.00404,1.857142857,1,12343.6,0.9,Coby MILLER,1144.561396,2,9,0
2000,24,10.19833333,10.11444444,9.88,0.011461438,2.615384615,1,10350.38889,0.833333333,Coby MILLER,1144.561396,1,9,0
2002,26,10.21421053,10.14578947,9.98,0.008370175,2.578947368,1,12558.57895,0.894736842,Coby MILLER,1144.561396,3,9,0
2003,27,10.20428571,10.19285714,10.07,0.00416044,2.5,1,16581,1,Coby MILLER,1144.561396,2,9,0
2004,28,10.23375,10.15,9.99,0.008142857,3.875,1,12684.25,0.75,Coby MILLER,1144.561396,1,9,0
2005,29,10.30636364,10.21272727,10.08,0.004241818,2.636363636,1,19363.72727,0.909090909,Coby MILLER,1144.561396,4,9,0
2008,32,10.47,10.18,10.18,0,5,5,13525,0,Coby MILLER,1144.561396,1,9,0
2019,20,10.355,10.255,10.22,0.00245,3,2,25226.5,1,Cole BECK,1144.561396,3,9,0
2021,22,10.362,10.186,10.1,0.00553,3.2,1,15940.4,0.8,Cole BECK,1144.561396,1,9,0
2009,20,10.43,10.27,10.26,0.0002,2.5,2,27485,1,Cordero GRAY,1144.561396,4,9,0
2010,21,10.48666667,10.23333333,10.16,0.004133333,3,3,22118.66667,0.333333333,Cordero GRAY,1144.561396,3,9,0
2011,22,10.50444444,10.22666667,10.12,0.00385,2,1,21338.33333,0.333333333,Cordero GRAY,1144.561396,2,9,0
2012,23,10.34571429,10.18571429,10.09,0.004695238,3.142857143,1,15734.71429,0.571428571,Cordero GRAY,1144.561396,1,9,0
2013,24,10.485,10.15,10.09,0.0072,5.5,5,11571,0,Cordero GRAY,1144.561396,4,9,0
2014,25,10.385,10.105,10.03,0.003366667,2.5,1,7356,0.25,Cordero GRAY,1144.561396,3,9,0
2016,27,10.42,10.245,10.22,0.00125,2,2,23180.5,1,Cordero GRAY,1144.561396,1,9,0
2017,28,10.36166667,10.195,10.12,0.00155,1.833333333,1,15880.33333,0.333333333,Cordero GRAY,1144.561396,5,9,0
2018,29,10.36,10.20571429,10.07,0.006761905,2.571428571,1,19070.42857,0.857142857,Cordero GRAY,1144.561396,4,9,0
2019,30,10.34,10.20714286,10.11,0.00512381,2.714285714,1,18848.57143,0.714285714,Cordero GRAY,1144.561396,3,9,0
2020,31,10.54,10.29,10.29,0,2,2,31544,0,Cordero GRAY,1144.561396,2,9,0
2021,32,10.47666667,10.25,10.17,0.0049,2,1,25234,0.666666667,Cordero GRAY,1144.561396,1,9,0
2019,21,10.47666667,10.17,10.11,0.0036,1.666666667,1,13314.33333,0,Courtney LINDSEY,1144.561396,3,9,0
2021,23,10.388,10.236,10.15,0.00353,2.2,1,22584.6,0.8,Courtney LINDSEY,1144.561396,1,9,0
2005,19,10.43333333,10.24,10.22,0.0007,1.333333333,1,22280.33333,0.666666667,Craig PICKERING,1137.753126,4,9,0
2007,21,10.23733333,10.232,10.14,0.00256,2.2,1,21770.8,1,Craig PICKERING,1137.753126,2,9,0
2008,22,10.2125,10.21833333,10.15,0.001524242,4,1,19223.75,0.916666667,Craig PICKERING,1137.753126,1,9,0
2009,23,10.37166667,10.23166667,10.08,0.003778788,2.166666667,1,22112.08333,0.666666667,Craig PICKERING,1137.753126,4,9,0
2011,25,10.40285714,10.22142857,10.15,0.003047619,3,1,20225.42857,0.714285714,Craig PICKERING,1137.753126,2,9,0
2013,27,10.45,10.29,10.29,0,2,2,31544,1,Craig PICKERING,1137.753126,4,9,0
2016,20,10.3725,10.18,10.04,0.011666667,1.25,1,16744.5,0.5,Cravon GILLESPIE,1144.561396,1,9,0
2017,21,10.555,10.2,10.16,0.0014,2.25,1,16471.25,0,Cravon GILLESPIE,1144.561396,5,9,0
2018,22,10.30222222,10.15444444,10.02,0.007227778,2.777777778,1,12941.33333,0.666666667,Cravon GILLESPIE,1144.561396,4,9,0
2019,23,10.15083333,10.0725,9.93,0.009984091,2.083333333,1,7109.5,0.833333333,Cravon GILLESPIE,1144.561396,3,9,0
2020,24,10.26,10.09,10.09,0,1,1,5722,1,Cravon GILLESPIE,1144.561396,2,9,0
2021,25,10.205,10.075,9.96,0.005094444,3.8,1,5915.5,0.8,Cravon GILLESPIE,1144.561396,1,9,0
2017,19,10.42,10.155,10.07,0.01445,3,1,13343.5,0,Cravont CHARLESTON,1144.561396,5,9,0
2018,20,10.33666667,10.17666667,10.1,0.004433333,3.666666667,2,14227.66667,0.666666667,Cravont CHARLESTON,1144.561396,4,9,0
2019,21,10.36,10.196,10.13,0.00203,2.6,1,16186.4,0.6,Cravont CHARLESTON,1144.561396,3,9,0
2021,23,10.3075,10.18,10.1,0.004466667,1.75,1,14824.25,0.75,Cravont CHARLESTON,1144.561396,1,9,0
2008,21,10.25,10.22,10.22,0,3,3,18909,1,Cruz Rolando PALACIOS,1117.083333,1,9,0
2009,22,10.25333333,10.27333333,10.24,0.000933333,3.666666667,1,28445.66667,1,Cruz Rolando PALACIOS,1117.083333,4,9,0
2010,23,10.48666667,10.23,10.2,0.0009,1.333333333,1,20699,0.666666667,Cruz Rolando PALACIOS,1117.083333,3,9,0
2013,26,10.54,10.24,10.24,0,3,3,22081,0,Cruz Rolando PALACIOS,1117.083333,4,9,0
2014,27,10.375,10.2575,10.23,0.000358333,1.25,1,25243.5,0.75,Cruz Rolando PALACIOS,1117.083333,3,9,0
1990,17,10.43,10.27,10.27,0,1,1,27452,1,Curtis JOHNSON,1144.561396,3,9,0
1991,18,10.44,10.24,10.24,0,1,1,22081,1,Curtis JOHNSON,1144.561396,2,9,0
1999,26,10.26818182,10.20818182,10.09,0.003456364,3.444444444,1,18456.72727,0.909090909,Curtis JOHNSON,1144.561396,2,9,0
2000,27,10.16,10.20571429,10.07,0.008028571,3,1,19503.28571,1,Curtis JOHNSON,1144.561396,1,9,0
2001,28,10.26166667,10.09833333,10,0.006616667,2.2,1,7681.833333,0.5,Curtis JOHNSON,1144.561396,4,9,0
2009,19,10.34181818,10.15,10.02,0.00778,2.181818182,1,12723.72727,0.545454545,D'Angelo CHERRY,1144.561396,4,9,0
2011,21,10.42,10.19,10.15,0.0032,2.5,2,15431,0.5,D'Angelo CHERRY,1144.561396,2,9,0
2013,23,10.335,10.265,10.26,5.00E-05,2,1,26521,0.5,D'Angelo CHERRY,1144.561396,4,9,0
2014,24,10.505,10.16,10.1,0.0072,1.5,1,12631.5,0.5,D'Angelo CHERRY,1144.561396,3,9,0
2016,26,10.4175,10.2475,10.17,0.002958333,1.75,1,24285,0.75,D'Angelo CHERRY,1144.561396,1,9,0
2001,17,10.47,10.3,10.3,0,1,1,33876,1,DaBryan BLANTON,1144.561396,4,9,0
2002,18,10.37,10.26,10.26,0,1,1,25590,0.5,DaBryan BLANTON,1144.561396,3,9,0
2003,19,10.418,10.21,10.07,0.00765,1.6,1,19807,0.4,DaBryan BLANTON,1144.561396,2,9,0
2004,20,10.46,10.175,10.13,0.00405,1,1,13748,0.5,DaBryan BLANTON,1144.561396,1,9,0
2005,21,10.36857143,10.17,10.07,0.0052,1.428571429,1,14035.57143,0.571428571,DaBryan BLANTON,1144.561396,4,9,0
2006,22,10.31,10.2175,10.14,0.003291667,3.25,1,19528.25,1,DaBryan BLANTON,1144.561396,3,9,0
2007,23,10.36235294,10.16352941,10.02,0.005299265,2.470588235,1,13437.94118,0.529411765,DaBryan BLANTON,1144.561396,2,9,0
2008,24,10.35,10.255,10.22,0.00245,4,4,25226.5,1,DaBryan BLANTON,1144.561396,1,9,0
2009,25,10.79,10.27,10.27,0,1,1,27452,0,DaBryan BLANTON,1144.561396,4,9,0
2017,18,10.455,10.215,10.2,0.00045,1,1,18253.5,0.5,Daisuke MIYAMOTO,1127.759152,5,9,0
2018,19,10.435,10.185,10.11,0.01125,1.5,1,16303.5,0.5,Daisuke MIYAMOTO,1127.759152,4,9,0
2019,20,10.39875,10.21875,10.02,0.0094125,1.625,1,21795,0.625,Daisuke MIYAMOTO,1127.759152,3,9,0
2021,22,10.5725,10.2075,10.11,0.005625,2.75,1,18767,0.25,Daisuke MIYAMOTO,1127.759152,1,9,0
2014,25,10.4,10.29,10.29,0,1,1,31544,1,Damian WARNER,1140.106017,3,9,0
2015,26,10.42,10.28,10.28,0,1,1,29380,1,Damian WARNER,1140.106017,2,9,0
2016,27,10.39,10.18,10.09,0.0117,1,1,16660,0.666666667,Damian WARNER,1140.106017,1,9,0
2018,29,10.29,10.29,10.29,0,1,1,31544,1,Damian WARNER,1140.106017,4,9,0
2019,30,10.21,10.12,10.12,0,1,1,7744,1,Damian WARNER,1140.106017,3,9,0
2021,32,10.175,10.13,10.12,0.0002,1,1,8607.5,1,Damian WARNER,1140.106017,1,9,0
1993,22,10.36,10.19,10.19,0,1,1,14702,1,Damien MARSH,1123.370066,4,9,0
1994,23,10.295,10.21125,10.16,0.000783929,2.142857143,1,17888.5,1,Damien MARSH,1123.370066,3,9,0
1995,24,10.25857143,10.24285714,10.13,0.003457143,2.857142857,1,23792,1,Damien MARSH,1123.370066,2,9,0
1999,28,10.61,10.27,10.27,0,,,27452,0,Damien MARSH,1123.370066,2,9,0
2000,29,10.61,10.21,10.21,0,5,5,17420,0,Damien MARSH,1123.370066,1,9,0
2006,21,10.35,10.25,10.25,0,1,1,23770,1,Daniel Alfonso GRUESO,1125.779661,3,9,0
2008,23,10.32,10.23333333,10.17,0.003633333,1,1,22023.66667,1,Daniel Alfonso GRUESO,1125.779661,1,9,0
2009,24,10.40333333,10.25333333,10.22,0.000833333,1.666666667,1,24604.33333,0.666666667,Daniel Alfonso GRUESO,1125.779661,4,9,0
2010,25,10.5525,10.2725,10.23,0.000891667,2,1,28279,0.5,Daniel Alfonso GRUESO,1125.779661,3,9,0
2011,26,10.42,10.255,10.21,0.00405,1.5,1,25648,1,Daniel Alfonso GRUESO,1125.779661,2,9,0
2013,28,10.44,10.24,10.24,0,2,2,22081,1,Daniel Alfonso GRUESO,1125.779661,4,9,0
2004,18,10.35,10.19,10.19,0,1,1,14702,1,Daniel BAILEY,1148.741935,1,9,0
2007,21,10.415,10.2625,10.25,0.000225,5,2,26093,0.75,Daniel BAILEY,1148.741935,2,9,0
2008,22,10.25571429,10.19714286,10.12,0.003290476,3.142857143,1,16775,1,Daniel BAILEY,1148.741935,1,9,0
2009,23,10.06294118,10.04823529,9.91,0.013102941,2,1,6489,0.823529412,Daniel BAILEY,1148.741935,4,9,0
2010,24,10.12285714,10.09285714,9.92,0.006421978,3.285714286,1,7350.285714,0.928571429,Daniel BAILEY,1148.741935,3,9,0
2011,25,10.071,10.079,9.94,0.008876667,2.7,1,7080,0.9,Daniel BAILEY,1148.741935,2,9,0
2012,26,10.25,10.14,10.1,0.0016,4.8,2,9851,1,Daniel BAILEY,1148.741935,1,9,0
2013,27,10.265,10.24,10.23,0.0002,4.5,3,22125,1,Daniel BAILEY,1148.741935,4,9,0
2014,28,10.24875,10.19875,10.1,0.003698214,1.75,1,17207.375,0.875,Daniel BAILEY,1148.741935,3,9,0
2015,29,10.23428571,10.15142857,10.11,0.001280952,3.571428571,1,10858,1,Daniel BAILEY,1148.741935,2,9,0
2016,30,10.30571429,10.19571429,10.09,0.006428571,2.857142857,2,17650,1,Daniel BAILEY,1148.741935,1,9,0
2017,31,10.26,10.24,10.24,0,4,4,22081,1,Daniel BAILEY,1148.741935,5,9,0
1990,18,10.29,10.29,10.29,0,1,1,31544,1,Daniel EFFIONG,1141.238585,3,9,0
1991,19,10.195,10.195,10.18,0.00045,1,1,15472.5,1,Daniel EFFIONG,1141.238585,2,9,0
1992,20,10.224,10.19,10.11,0.00485,1.4,1,16242,1,Daniel EFFIONG,1141.238585,1,9,0
1993,21,10.17117647,10.11647059,9.97,0.007661765,1.882352941,1,9528.529412,0.823529412,Daniel EFFIONG,1141.238585,4,9,0
1994,22,10.243,10.146,9.94,0.008671111,2.444444444,1,12235.5,0.9,Daniel EFFIONG,1141.238585,3,9,0
1995,23,10.215,10.21,10.19,0.0008,1.5,1,17591,1,Daniel EFFIONG,1141.238585,2,9,0
1999,27,10.525,10.265,10.23,0.00245,2,2,27178,0.5,Daniel EFFIONG,1141.238585,2,9,0
2000,28,10.3725,10.275,10.26,0.000166667,3,1,28491.5,0.75,Daniel EFFIONG,1141.238585,1,9,0
1989,24,10.3325,10.20625,10.17,0.000655357,2,1,17153.625,1,Daniel SANGOUMA,1138.013621,4,9,0
1990,25,10.21555556,10.19,10.02,0.00915,2.75,1,17614.44444,0.888888889,Daniel SANGOUMA,1138.013621,3,9,0
1991,26,10.29,10.226,10.18,0.00133,2.2,1,20250.8,1,Daniel SANGOUMA,1138.013621,2,9,0
1992,27,10.39,10.29,10.29,0,2,2,31544,1,Daniel SANGOUMA,1138.013621,1,9,0
1993,28,10.14,10.23,10.23,0,2,2,20480,1,Daniel SANGOUMA,1138.013621,4,9,0
2011,20,10.39,10.21,10.21,0,1,1,17420,1,Daniel TALBOT,1137.753126,2,9,0
2012,21,10.25,10.24,10.24,0,1,1,22081,1,Daniel TALBOT,1137.753126,1,9,0
2014,23,10.32,10.1975,10.14,0.004958333,1.5,1,17329.5,1,Daniel TALBOT,1137.753126,3,9,0
2016,25,10.3,10.17666667,10.15,0.000933333,2,2,13416,1,Daniel TALBOT,1137.753126,1,9,0
2017,26,10.34,10.13,10.13,0,2,2,8587,0,Daniel TALBOT,1137.753126,5,9,0
2006,20,10.38428571,10.23,10.17,0.0019,3.285714286,1,21168.71429,0.714285714,Dariusz KU?,1120.043478,3,9,0
2007,21,10.435,10.3,10.3,0,5.5,5,33876,1,Dariusz KU?,1120.043478,2,9,0
2008,22,10.43,10.25,10.2,0.001,1.2,1,24106,0.6,Dariusz KU?,1120.043478,1,9,0
2009,23,10.31,10.21,10.21,0,1,1,17420,1,Dariusz KU?,1120.043478,4,9,0
2011,25,10.3175,10.205,10.15,0.0023,2,1,17439.5,1,Dariusz KU?,1120.043478,2,9,0
2012,26,10.365,10.25,10.2,0.001733333,3.5,1,24393.5,1,Dariusz KU?,1120.043478,1,9,0
2013,27,10.52,10.24,10.24,0,1,1,22081,0,Dariusz KU?,1120.043478,4,9,0
2014,28,10.4,10.29,10.29,0,1,1,31544,1,Dariusz KU?,1120.043478,3,9,0
1985,21,10.39666667,10.24,10.23,0.0001,1.666666667,1,22110.33333,1,Daron COUNCIL,1144.561396,4,9,0
1986,22,10.11,10.27,10.27,0,1,1,27452,1,Daron COUNCIL,1144.561396,3,9,0
1987,23,10.455,10.245,10.21,0.00245,2,1,23400,0.5,Daron COUNCIL,1144.561396,2,9,0
1988,24,10.26666667,10.2,10.17,0.0027,3.333333333,2,16827.33333,1,Daron COUNCIL,1144.561396,1,9,0
1989,25,10.41333333,10.14666667,9.98,0.024433333,3.666666667,1,15159.66667,0.666666667,Daron COUNCIL,1144.561396,4,9,0
1990,26,10.304,10.154,10.04,0.00423,2.333333333,1,11771.4,0.8,Daron COUNCIL,1144.561396,3,9,0
1991,27,10.29,10.25,10.25,0,4,4,23770,1,Daron COUNCIL,1144.561396,2,9,0
1995,31,10.45,10.25,10.25,0,1,1,23770,1,Daron COUNCIL,1144.561396,2,9,0
2001,17,10.25666667,10.25666667,10.24,0.000433333,1,1,25077,1,Darrel BROWN,1147.236581,4,9,0
2002,18,10.29333333,10.19888889,10.09,0.002711111,1.111111111,1,16832.55556,0.888888889,Darrel BROWN,1147.236581,3,9,0
2003,19,10.22583333,10.15,10.01,0.005272727,1.583333333,1,11919.58333,0.833333333,Darrel BROWN,1147.236581,2,9,0
2004,20,10.27,10.155,10.11,0.00405,2.5,1,11522,0.5,Darrel BROWN,1147.236581,1,9,0
2005,21,10.20785714,10.135,9.99,0.006411538,3.642857143,1,10883.28571,0.928571429,Darrel BROWN,1147.236581,4,9,0
2006,22,10.232,10.172,10.11,0.00437,2.2,1,13979,1,Darrel BROWN,1147.236581,3,9,0
2007,23,10.25142857,10.14571429,9.88,0.021728571,1.714285714,1,15113.71429,0.714285714,Darrel BROWN,1147.236581,2,9,0
2008,24,10.19,10.13571429,10.02,0.008095238,2,1,11268.85714,0.857142857,Darrel BROWN,1147.236581,1,9,0
2009,25,10.215,10.13,10.05,0.0128,3,2,10555,1,Darrel BROWN,1147.236581,4,9,0
2011,27,10.26666667,10.13,10.04,0.0081,2.666666667,1,10244,0.666666667,Darrel BROWN,1147.236581,2,9,0
2012,28,10.32,10.26,10.25,0.0002,5.5,4,25611,1,Darrel BROWN,1147.236581,1,9,0
2014,30,10.195,10.165,10.05,0.02645,2,1,16535,1,Darrel BROWN,1147.236581,3,9,0
2012,20,10.31,10.24166667,10.15,0.003736667,2,1,23677.83333,0.833333333,Darrell WESH,1144.561396,1,9,0
2013,21,10.354,10.202,10.14,0.00377,2.2,1,17580.8,0.8,Darrell WESH,1144.561396,4,9,0
2014,22,10.416,10.246,10.21,0.00103,2.8,1,23428,0.8,Darrell WESH,1144.561396,3,9,0
2015,23,10.37666667,10.23,10.16,0.0043,4,1,21670.33333,0.666666667,Darrell WESH,1144.561396,2,9,0
2016,24,10.465,10.17,10.15,0.0008,1,1,12542,0.5,Darrell WESH,1144.561396,1,9,0
2017,25,10.55333333,10.24666667,10.19,0.002633333,3,1,23945.33333,0,Darrell WESH,1144.561396,5,9,0
1990,21,10.36,10.28333333,10.27,0.000233333,3,1,30236,0.666666667,Darren BRAITHWAITE,1137.753126,3,9,0
1994,25,10.4,10.26,10.26,0,4,4,25590,1,Darren BRAITHWAITE,1137.753126,3,9,0
1995,26,10.29090909,10.22636364,10.12,0.002505455,3.272727273,1,20815.09091,1,Darren BRAITHWAITE,1137.753126,2,9,0
1996,27,10.29636364,10.23,10.13,0.00312,2.727272727,1,21602.54545,0.909090909,Darren BRAITHWAITE,1137.753126,1,9,0
1997,28,10.4,10.19,10.19,0,3,3,14702,0,Darren BRAITHWAITE,1137.753126,4,9,0
1993,20,10.54,10.29,10.29,0,6,6,31544,0,Darren CAMPBELL,1137.753126,4,9,0
1996,23,10.38333333,10.24555556,10.17,0.001527778,3.888888889,1,23619.77778,0.888888889,Darren CAMPBELL,1137.753126,1,9,0
